Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Stocks and investment,Top5 mutual funds for 2022 😀 Best mutual fund to invest now 😀 Best small... https://t.co/ehht9wAiZk via @YouTube https://t.co/LU9MZXjL0U,0,Non-Complaint,positive,other
Stocks and investment,"Any suggestions on best mutual fund or SIP in which majority has TATA grp shares.
#mutualfunds #mf #sip #MONEY #StockMarket #TataGroup #investing 

@_groww @zerodhaonline @smallcaseHQ @ZeeBusiness @CNBCTV18News https://t.co/uTuIOgj6hV",0,Non-Complaint,neutral,other
Stocks and investment,"@mohmaaya If highly short term - FD’s
5 years plus - NSC or Mutual Funds
15 year plus - ppf or mutual fund
Retirement - NPS
Mutual funds have best return and less risky as the years increase…",0,Non-Complaint,positive,happiness
Stocks and investment,"@gowthampal @kuttrapali26 It's Sectoral thematic mutual fund and technology &amp; power are always my best investing sectors 👍
So u can invest in this also.",0,Non-Complaint,positive,happiness
Stocks and investment,ClearBridge Fund Outperforms Without Any Megacap Tech Stars https://t.co/JQbsbQBbe9,0,Non-Complaint,neutral,other
Stocks and investment,"This is why a DAO, OHM fork, or capital collective with dedicated gaming experts managing the investments is what I’m looking for. Any type of XaaS, whether it be Farming or nodes or whatever, are the best way to attract Boomer mutual fund money and onboard new users.",0,Non-Complaint,positive,happiness
Stocks and investment,I don't know who needs to hear this but NAVI launched mutual fund with the perhaps lowest expense ratio!! If etf aren't your jam then this is the next best thing,0,Non-Complaint,positive,surprise
Stocks and investment,@ETMONEY #NewETMoney ETMONEY is 🏅 India's best &amp; highest rated app for Mutual Fund Investment is coming up with Trading in stocks - Cash &amp; Derivative segment 😊 @jyotsna1001,0,Non-Complaint,positive,happiness
Stocks and investment,@vipuls1979 Your day job is the best mutual fund and multibagger stock.,0,Non-Complaint,positive,other
Stocks and investment,"@abhishekagni26 Yeah, one of the best mutual fund for moderate risk takers",0,Non-Complaint,positive,other
Stocks and investment,"#BestOfTheWeek | Are you planning to invest in mutual funds in this new year? Check out these SIP portfolios. #mutualfunds 

https://t.co/Lld7XPx39Z",0,Non-Complaint,neutral,other
Stocks and investment,“It shows that simple performance-chasing behavior best explains investor flows both into and out of the mutual fund space and across mutual funds.” In @passivefool language - Investors are monkeys 🙉 😁,0,Non-Complaint,negative,surprise
Stocks and investment,SIP Vs. Lumpsum – Which is the Best way to Invest in Mutual Fund? https://t.co/skeMJL0fVA,0,Non-Complaint,neutral,other
Stocks and investment,@EngrH_Ansari This is a big reason for many 20 years down when I make my own mutual fund with monthly equity returns.. We will best saving certificates by a mile,0,Non-Complaint,positive,happiness
Stocks and investment,"""....mutual fund investors rely on simple signals and likely do not engage in sophisticated learning about managers’ alpha as widely believed. Simplistic performance chasing best explains aggregate flows to the mutual fund space and flows across funds""",0,Non-Complaint,neutral,other
Stocks and investment,"@oldschoolinvest With all these research, analysis and information it's really an average return, better to switch to some top rated Mutual Fund, atleast you don't have to actively spend time on Market",0,Non-Complaint,positive,surprise
Stocks and investment,ETF vs Mutual Fund - What's Better? | Investing Advice for 2022 https://t.co/YBINHVNu4Z,0,Non-Complaint,neutral,other
Stocks and investment,@dhellingkc OMG a MUTUAL FUND! Grow up and do better.,0,Non-Complaint,negative,anger
Stocks and investment,@JamesSurowiecki @habramowitz @JacUnderATree That's fair. But the reason the bank will lend you a house and not a mutual fund is because the former is a better return on investment *for the bank*,0,Non-Complaint,neutral,other
Stocks and investment,"Investing your money in mutual fund indexed to the S&amp;P 500 is a much better investment than home ownership. There are lots of reasons people want to own from a purely ROI perspective, you’re better off investing in the market than in real estate https://t.co/ftSW3v7kQe",0,Non-Complaint,positive,other
Stocks and investment,"@BillTheGamr I do have stock in both in my mutual fund. And… don’t care. What matters to me is the bottom line and both are healthy. 
MS is better overall, but it is delusional to say that is from Xbox alone. MS is a vast corporation with many products. Also Cloud services are going nuts.",0,Non-Complaint,positive,happiness
Stocks and investment,"@ardematic @dhellingkc And if he is anti-2A, he better be looking at his mutual  fund for firearms and related companies investments.",0,Non-Complaint,positive,surprise
Stocks and investment,"5 things to know about the upcoming #LIC IPO:

1. The only govt owned Life Insurance company in India
2. Market share of 69% in insurance space
3. LIC-owned businesses
a. LIC Housing finance
b. LIC Mutual fund
c. IDBI Bank etc
4. IPO Size: $12.2B
5. Listing = Better transparency",0,Non-Complaint,positive,happiness
Stocks and investment,बेहतर रिटर्न के लिए करें डेट म्युचुअल फंड में निवेश https://t.co/96tNCp7FFH,0,Non-Complaint,neutral,other
Stocks and investment,"WHAT ARE THE PROS AND CONS OF INVESTING IN MUTUAL FUNDS?

Read more 👉 https://t.co/wWoT2EOFi0

#EquityMutualFund #DifferentMutualFunds #MutualFundSchemes #MutualFundManagers https://t.co/gm9xza3FJZ",0,Non-Complaint,neutral,other
Stocks and investment,"@dhellingkc @JimmyTw13837513 Dave, do you know how a mutual fund works?

Even better…maybe you can do some actual journalismimg and tell us how many unique individuals own shares of Fidelity Contrafund.  How many hundreds of thousands of people?",0,Non-Complaint,neutral,surprise
Stocks and investment,@dhellingkc While not a perfect solution mutual fund investments are much better than simple stocks for avoiding issues with insider knowledge and/or conflict of interest.,0,Non-Complaint,positive,happiness
Stocks and investment,"Mutual funds and exchange-traded funds are both collections of securities packaged together as one investment. However, they have key differences that may make one a better investment for you. Learn about these differences by visiting our website. https://t.co/FpjEdFB3gV https://t.co/A6594rCEFC",0,Non-Complaint,positive,happiness
Stocks and investment,@WealthEnrich better to go with pharma and health care mutual fund. All major stocks covered. Will review and start investing soon,0,Non-Complaint,positive,happiness
Stocks and investment,@pushpendrakum Invest in Different types of Mutual fund for long term. I think it's much better then from FD.,0,Non-Complaint,positive,other
Stocks and investment,@b50 For me NPS Return is better than my mutual fund returns. I also invest in HDFC NPS funds,0,Non-Complaint,positive,happiness
Stocks and investment,@NishantRathi09 @vivbajaj @NeilBahal Better than entire mutual fund industry I suppose,0,Non-Complaint,positive,surprise
Stocks and investment,"@sandipsabharwal What's better option invest in mutual fund or directly put money on stocks for long term, for beginners...",0,Non-Complaint,neutral,other
Stocks and investment,"@LarissaFernand It was the rage. Every DIY forum advocated this fund.

For all the noise, I would think they should have done better. 
Other than average performance, I guess they underestimated the power of have a distribuion network.",0,Non-Complaint,negative,disgust
Stocks and investment,ETF vs mutual fund - what’s better? https://t.co/UO4EP58kFD,0,Non-Complaint,neutral,other
Stocks and investment,ETF vs mutual fund – what’s better? https://t.co/gvKaYA66Nh #blockchainwire #blockchain,0,Non-Complaint,neutral,other
Stocks and investment,"@pushpendrakum Mutual fund hi kr lo, usse better to.",0,Non-Complaint,positive,other
Stocks and investment,"So, I'm wondering if there is yet an app (or one in the works) for something like a mutual fund on #cardano 

One where I would invest $ADA weekly/monthly, and the company researches promising tokens to put it in to? (or even better yet, USD or the upcoming $DJED).",0,Non-Complaint,positive,surprise
Stocks and investment,"@Monty87202699 @jenitshah @Twitter you invest in a mutual fund for the overall portfolio rather than individual stocks.
there would be stocks in portfolios which would go down(even more than discussion). 
the whole objective is to be able to give you an average return which is better than the market.",0,Non-Complaint,positive,happiness
Stocks and investment,"Track your portfolio.

When Nifty was at 18600, I was at 18L profit.

At 18150, it’s 15L profit.

When nifty failed to 16400, the 18L profit fall down to 3L.

Same way mutual fund tracks the performance with underline index, which called ALPHA.

How to get better alpha - ‘Hedge’. https://t.co/jymFcZQe3Q https://t.co/7xkrvzojh2",0,Non-Complaint,positive,surprise
Stocks and investment,"there's a lotta logistics for a project like this (which is why I think a team of a few folks would be better for it ultimately, esp people who can format) and I'd LOVE to put out the final project as a PWYC zine with $ being split between authors or going to a mutual aid fund.",0,Non-Complaint,positive,surprise
Stocks and investment,"20 साल में करोड़पति बना देगी यह स्कीम, 10 हजार जमा कर मिलेंगे 1.30 करोड़  

https://t.co/6cYurovupN",0,Non-Complaint,positive,surprise
Stocks and investment,"@itjegan sir ,I hav a query,wud b better for me if u reply ,in 920 straddle u said it gives average 600 / lot per day,does this 600 is even after considering dd? 1st question 
   2nd q is ,even if it gives so,how better is it than mutual fund which is giving me 2% returns monthly",0,Non-Complaint,neutral,surprise
Stocks and investment,"@JakeSherman @PunchbowlNews @GOPLeader Why ban ETFs too? Is it that they have far lower management fees, meaning less kickback to your lobbyists?

The better solution would be that they could only invest in broad market/bond indexes, mutual fund or ETF. 

Can’t bitch about someone following the S&amp;P like most do.",0,Non-Complaint,negative,sadness
Stocks and investment,@TCfromUB @redmansmashman @CryptoDale It’s really not a win at all. Mortgage rates are sub 3% it’s literally free money.  Could’ve taken the same money and put it in a mutual fund with almost zero risk and been better off.    Could’ve bought an income producing property where the cash would’ve been better served.,0,Non-Complaint,negative,sadness
